Date,Transaction Description,Category,Amount,Type
2022-03-23,Mortgage platform.,Shopping,790.09,Expense
2022-03-23,Maintenance clinic system taxi household train annual.,Travel,1117.17,Expense
2022-03-23,Likely scientist.,Travel,741.41,Expense
2022-03-23,Water tonight pressure.,Utilities,961.58,Expense
2022-03-24,Plan bus budget management online.,Health & Fitness,293.04,Expense
2022-03-24,Mall software.,Salary,1279.04,Income
2022-03-24,Development the inside thought.,Health & Fitness,837.53,Expense
2022-03-24,Economy advance standard.,Utilities,366.23,Expense
2022-03-24,Automatic bonus tax gym processed express financial.,Entertainment,63.73,Expense
2022-03-25,One less brother.,Salary,1517.13,Income
2022-03-25,Delivery bus balance priority service.,Health & Fitness,1983.19,Expense
2022-03-25,Deal monthly financial.,Health & Fitness,459.98,Expense
2022-03-25,Network priority package renewal.,Utilities,988.9,Expense
2022-03-25,Daily store total bill gym.,Travel,281.08,Expense
2022-03-25,Service software.,Travel,1631.58,Expense
2022-03-25,Hospital subscription bus fuel monthly payment household.,Travel,1265.09,Expense
2022-03-25,Priority travel weekly.,Investment,2013.04,Income
2022-03-26,Health insurance.,Salary,343.61,Income
2022-03-26,Bus premium.,Food & Drink,1920.35,Expense
2022-03-26,Oil per line create build.,Entertainment,1526.1,Expense
2022-03-26,Software total.,Other,985.5,Income
2022-03-26,Charge discount tools market mall monthly.,Travel,856.16,Expense
2022-03-26,Online budget gross annual budget digital monthly.,Rent,857.82,Expense
2022-03-26,Tax entertainment restaurant internet charge.,Food & Drink,1770.82,Expense
2022-03-26,Electricity subscription platform processed investment transfer.,Utilities,1432.02,Expense
2022-03-27,Fear approach take case customer.,Rent,1055.76,Expense
2022-03-27,Client personal delivery hospital priority loan automatic.,Health & Fitness,1698.66,Expense
2022-03-27,Plan automatic equipment reward.,Shopping,1303.35,Expense
2022-03-28,Economy freelance order salary platform deposit.,Other,3186.1,Income
2022-03-28,Throughout would century television congress.,Health & Fitness,165.42,Expense
2022-03-28,Size sister can its.,Other,4762.0,Income
2022-03-28,Forward would finish around.,Food & Drink,1659.26,Expense
2022-03-28,Decide similar office.,Entertainment,1149.68,Expense
2022-03-28,Gross water package bonus automatic.,Investment,3045.31,Income
2022-03-28,Bonus freelance electricity automatic.,Rent,1889.95,Expense
2022-03-29,Advance system credit gym.,Salary,410.38,Income
2022-03-29,Store app taxi processed service support charge.,Rent,101.99,Expense
2022-03-29,Health software clinic investment.,Entertainment,1536.87,Expense
2022-03-29,Throughout series.,Salary,1619.3,Income
2022-03-29,Investment local above move.,Entertainment,1436.67,Expense
2022-03-30,Gym charge electricity total discount contract.,Travel,335.25,Expense
2022-03-30,Automatic pharmacy.,Utilities,1803.66,Expense
2022-03-30,Automatic clinic entertainment business app.,Travel,1198.42,Expense
2022-03-30,Market budget hospital mall client.,Other,4060.23,Income
2022-03-30,Hospital vendor service.,Other,1071.9,Income
2022-03-30,Taxi priority financial.,Other,1673.23,Income
2022-03-30,Mortgage parking debit travel freelance.,Shopping,935.06,Expense
2022-03-31,Plan contract net.,Investment,3204.59,Income
2022-03-31,Processed interest vendor bill.,Entertainment,1435.57,Expense
2022-03-31,Subscription deposit regular booking direct utility.,Utilities,1277.25,Expense
2022-03-31,Payment express purchase salary business adjustment network.,Food & Drink,1636.24,Expense
2022-03-31,Net project.,Rent,1064.14,Expense
2022-03-31,Fear fact.,Shopping,516.37,Expense
2022-03-31,App processed total charge direct monthly.,Other,2013.08,Income
2022-03-31,Fine bill me fill.,Other,3024.0,Income
2022-03-31,Adult above safe.,Shopping,919.03,Expense
2022-03-31,Adjustment gym.,Food & Drink,860.75,Expense
2022-04-01,Transfer package standard deal.,Shopping,1885.26,Expense
2022-04-01,Priority monthly internet order.,Health & Fitness,71.02,Expense
2022-04-01,Train special order pharmacy discount booking.,Travel,808.55,Expense
2022-04-01,Tax fee gym.,Health & Fitness,1650.0,Expense
2022-04-01,Seek close trade speech.,Other,1022.0,Income
2022-04-01,Mean but represent society heart.,Other,759.0,Income
2022-04-01,Difference world deep.,Food & Drink,1869.82,Expense
2022-04-01,Model its rather card you.,Investment,1098.0,Income
2022-04-01,Business deal booking vendor fee pharmacy.,Investment,1620.93,Income
2022-04-01,Delivery reward app equipment.,Shopping,814.92,Expense
2022-04-01,Train hardware business balance clinic loan automatic.,Food & Drink,1390.38,Expense
2022-04-02,Indicate herself.,Shopping,755.18,Expense
2022-04-02,Restaurant automatic salary charge.,Shopping,1391.01,Expense
2022-04-02,Perhaps order answer blue structure.,Utilities,1540.25,Expense
2022-04-02,Hardware software tax software discount plan.,Entertainment,1137.64,Expense
2022-04-02,App market delivery.,Travel,1203.92,Expense
2022-04-02,Balance priority investment advance reward support loan.,Other,627.72,Income
2022-04-02,Parking mortgage electricity balance order digital online.,Investment,4085.59,Income
2022-04-02,Hardware adjustment.,Health & Fitness,1934.14,Expense
2022-04-03,Inside big minute.,Shopping,169.7,Expense
2022-04-03,Plan deposit support.,Health & Fitness,757.4,Expense
2022-04-03,Management gym financial salary gross.,Entertainment,1498.93,Expense
2022-04-03,Health balance bus gym plan health discount.,Investment,1868.67,Income
2022-04-03,Listen check receive.,Salary,1740.54,Income
2022-04-03,Interest daily interest charge grocery tools.,Salary,1348.29,Income
2022-04-03,Client charge subscription utility annual net balance.,Utilities,1665.19,Expense
2022-04-03,Purchase daily invoice.,Utilities,331.42,Expense
2022-04-03,Daily monthly financial advance client.,Salary,1348.24,Income
2022-04-04,Electricity app digital pharmacy total tools.,Investment,2742.5,Income
2022-04-04,Store bit responsibility brother.,Utilities,1310.53,Expense
2022-04-05,Entertainment digital total.,Rent,338.95,Expense
2022-04-05,Marriage participant.,Utilities,1985.77,Expense
2022-04-05,Processed network mall plan entertainment support.,Rent,1117.59,Expense
2022-04-05,Mortgage bonus phone market priority advance.,Other,2305.42,Income
2022-04-05,Software account business.,Travel,481.92,Expense
2022-04-05,Loan equipment pharmacy software priority annual.,Rent,861.31,Expense
2022-04-05,Investment vendor processed pharmacy parking project.,Food & Drink,906.18,Expense
2022-04-06,Pending renewal system clinic automatic salary.,Food & Drink,453.62,Expense
2022-04-06,Debit internet.,Shopping,618.47,Expense
2022-04-06,Grocery financial.,Food & Drink,764.39,Expense
2022-04-06,Fee water hospital.,Investment,1940.13,Income
2022-04-07,Vendor personal.,Rent,1063.87,Expense
2022-04-07,Total restaurant.,Entertainment,551.45,Expense
2022-04-07,Budget mortgage.,Entertainment,479.97,Expense
2022-04-07,Restaurant vendor.,Salary,678.37,Income
2022-04-07,Loan purchase internet balance maintenance tools parking.,Entertainment,1793.06,Expense
2022-04-08,Win group important civil nature.,Utilities,1458.44,Expense
2022-04-08,Train bus phone express subscription bill renewal.,Health & Fitness,1380.24,Expense
2022-04-08,Deal hardware budget.,Travel,1127.23,Expense
2022-04-08,Clinic interest standard.,Entertainment,884.07,Expense
2022-04-09,Former able public trade.,Food & Drink,1514.8,Expense
2022-04-09,Chance bed memory rich.,Salary,1350.26,Income
2022-04-09,Interest standard financial investment software savings plan.,Utilities,725.59,Expense
2022-04-10,Anyone spend them system.,Health & Fitness,318.69,Expense
2022-04-10,Digital app.,Entertainment,1495.22,Expense
2022-04-10,Order shop.,Rent,1030.22,Expense
2022-04-10,Insurance deposit system annual credit.,Investment,3337.99,Income
2022-04-10,Popular lead with.,Shopping,1648.49,Expense
2022-04-11,Train charge balance express economy.,Investment,1738.17,Income
2022-04-11,Financial parking parking savings fuel.,Health & Fitness,1080.7,Expense
2022-04-11,Entertainment premium insurance system transfer debit plan.,Health & Fitness,706.02,Expense
2022-04-11,Investment budget electricity network daily flight water.,Rent,557.57,Expense
2022-04-11,Network deal online water.,Other,1814.96,Income
2022-04-11,Payment vendor entertainment direct subscription total renewal.,Food & Drink,584.55,Expense
2022-04-11,Utility vendor network.,Health & Fitness,204.37,Expense
2022-04-11,Debit electricity subscription deal renewal.,Rent,626.4,Expense
2022-04-11,Monthly purchase package business system mortgage fuel.,Shopping,386.02,Expense
2022-04-11,Water insurance.,Utilities,913.36,Expense
2022-04-11,Market network.,Utilities,1838.84,Expense
2022-04-11,Equipment reward order.,Investment,609.62,Income
2022-04-12,Water utility daily invoice service.,Utilities,1414.6,Expense
2022-04-12,Regular grocery monthly interest express internet.,Health & Fitness,282.78,Expense
2022-04-12,Taxi economy bonus.,Investment,2340.41,Income
2022-04-12,Advance market store.,Shopping,1648.78,Expense
2022-04-13,Monthly net tax daily.,Other,4409.64,Income
2022-04-13,Loan premium advance adjustment online loan material.,Utilities,1128.42,Expense
2022-04-13,Business hotel bus daily client.,Health & Fitness,1556.24,Expense
2022-04-14,Phone internet personal.,Utilities,946.41,Expense
2022-04-14,Invoice express management.,Shopping,990.32,Expense
2022-04-14,Bus pharmacy deposit deal grocery.,Food & Drink,858.88,Expense
2022-04-14,Internet hardware system parking management tools tax.,Rent,1652.43,Expense
2022-04-14,Digital platform.,Food & Drink,468.01,Expense
2022-04-14,Support mall.,Salary,835.82,Income
2022-04-14,Shop economy electricity budget package plan.,Health & Fitness,101.49,Expense
2022-04-14,Insurance store water.,Investment,2748.24,Income
2022-04-15,Support network account bill hardware credit economy.,Travel,915.8,Expense
2022-04-15,Delivery special special phone.,Investment,2323.98,Income
2022-04-15,Network budget.,Shopping,1026.35,Expense
2022-04-15,Premium adjustment.,Salary,1145.19,Income
2022-04-15,Purchase restaurant.,Food & Drink,1264.08,Expense
2022-04-15,Grocery renewal hospital household gross.,Food & Drink,1109.9,Expense
2022-04-15,Express budget project.,Salary,644.71,Income
2022-04-16,International break surface three.,Investment,763.0,Income
2022-04-16,Vendor daily online advance pending contract grocery.,Investment,3393.07,Income
2022-04-16,Transfer shop personal.,Other,2102.5,Income
2022-04-16,Electricity regular client.,Travel,904.3,Expense
2022-04-16,Weekly hardware economy project.,Investment,4920.54,Income
2022-04-17,Invoice electricity monthly.,Travel,1169.05,Expense
2022-04-17,Hotel equipment debit train daily entertainment freelance.,Rent,1058.26,Expense
2022-04-17,Subscription interest special tools contract.,Rent,1043.32,Expense
2022-04-17,Deposit flight savings debit bus.,Food & Drink,1653.71,Expense
2022-04-17,Internet hardware taxi monthly contract business premium.,Salary,742.64,Income
2022-04-17,Project booking plan.,Health & Fitness,320.01,Expense
2022-04-17,Market system gross personal delivery adjustment.,Entertainment,1723.93,Expense
2022-04-17,Standard grocery.,Entertainment,730.38,Expense
2022-04-17,Gym equipment debit tools.,Rent,1783.62,Expense
2022-04-18,Professional color group.,Shopping,1233.7,Expense
2022-04-18,Purchase priority direct service daily app.,Utilities,1227.17,Expense
2022-04-18,Environmental run head garden box.,Food & Drink,488.93,Expense
2022-04-18,Insurance insurance clinic.,Entertainment,1624.88,Expense
2022-04-19,Shop parking.,Food & Drink,1599.11,Expense
2022-04-19,Material credit booking direct system.,Other,3249.34,Income
2022-04-19,Invoice salary daily support.,Health & Fitness,835.77,Expense
2022-04-19,Parking phone.,Shopping,642.98,Expense
2022-04-19,Advance reward automatic.,Entertainment,1599.37,Expense
2022-04-19,Interest order management transfer deal annual subscription.,Utilities,945.99,Expense
2022-04-20,App net credit.,Health & Fitness,274.59,Expense
2022-04-20,Premium entertainment store interest platform purchase total.,Food & Drink,1156.49,Expense
2022-04-20,Monthly credit utility internet platform adjustment deal.,Other,3289.97,Income
2022-04-20,Investment daily mall entertainment.,Investment,1725.79,Income
2022-04-21,Even history surface son.,Investment,4157.0,Income
2022-04-21,Balance delivery standard investment deal.,Rent,801.0,Expense
2022-04-21,Train pharmacy priority subscription.,Utilities,1176.02,Expense
2022-04-21,Regular economy mall.,Other,4386.88,Income
2022-04-21,Package project account system annual clinic delivery.,Travel,99.13,Expense
2022-04-21,Utility charge app platform fee.,Health & Fitness,783.62,Expense
2022-04-21,Plan online market flight utility.,Food & Drink,1667.58,Expense
2022-04-21,Express vendor service.,Shopping,841.44,Expense
2022-04-21,Grocery investment advance priority gross tax.,Health & Fitness,1344.99,Expense
2022-04-21,Interest electricity.,Investment,4538.48,Income
2022-04-21,Flight service loan.,Entertainment,1132.5,Expense
2022-04-21,Store regular software.,Food & Drink,799.96,Expense
2022-04-21,Tools monthly contract management bonus economy.,Travel,1338.17,Expense
2022-04-22,Processed regular investment renewal flight app.,Other,3376.75,Income
2022-04-22,System bus account charge budget.,Utilities,1415.51,Expense
2022-04-22,Gross mall plan system payment.,Salary,880.34,Income
2022-04-22,Reward priority support processed debit budget subscription.,Utilities,773.93,Expense
2022-04-22,Gym transfer premium gym.,Health & Fitness,1073.38,Expense
2022-04-22,Indeed opportunity.,Other,2419.0,Income
2022-04-22,Car risk.,Food & Drink,497.02,Expense
2022-04-23,Electricity deposit clinic flight platform business.,Utilities,806.48,Expense
2022-04-23,Phone digital.,Investment,3732.22,Income
2022-04-23,Direct bus gross.,Rent,316.52,Expense
2022-04-23,Hospital direct gym financial transfer.,Travel,1337.94,Expense
2022-04-24,Debit daily food health.,Investment,2578.59,Income
2022-04-24,Turn both in animal.,Entertainment,1633.41,Expense
2022-04-24,Consider here grow agreement.,Food & Drink,288.87,Expense
2022-04-24,Subscription package clinic transfer fuel.,Other,3272.33,Income
2022-04-24,Travel grocery interest vendor store total subscription.,Rent,213.73,Expense
2022-04-24,Travel standard hardware.,Entertainment,576.05,Expense
2022-04-24,Equipment entertainment.,Rent,1254.49,Expense
2022-04-24,Fuel investment clinic support maintenance fuel.,Salary,1526.2,Income
